"id";"nom";"code-barre";"prix";"categorie";"unite";"image"
"20";"LENTILLES VERTES ♥ *";"0493171000007";"7.89";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigAooooAKKKKACiiigAooqOWeOAxh937xwi4UnnnrgcDjqeKAJKK5fxF470nw+rx7jeXgD/6PAwyCoyQx/h/nweOK84vPiv4inlL2x02zSOTeYdjymSNlBRd4BHOHGcDkAcDmodSK0KUWz2+ivLNI+LZJnXVobaTZllaybBC+hDNjI74OO4r0PS9a0/WIPMsrmORgMvHuG+P2Ydv84ojOMtgcWtzQoooqyTP1e2ubqyCWmROHBRxcNFsPPzZAO7GfukEHvXiXi/xjrb3Nzpt5dunkSNHKkMwjEiqSDjack8MTuAGMdxXvtZV/4esL3TTZxwQWwBLRPHbRMYmJyWVXUrknPUd6icOYqLsfL7Lm5mlhIubWCMyqyv5oIbhXZnXKEgjvwR74pvmzWttaq/lywyHYjRmWZlV+oOMJk/LgZOSB1r6Qm+HvhecIX0tQ6qFEkcjxscdMlSM//qHQVQi+FPhaLBS3ulkXo6Xcikckj7pA4yR06Go9nIvnR8/rfGOaVzbyx7pV3T24aJmYMSCVOAD/AAnggEdBxWhYXt1A7zW8E9nOyrHJJDd7pHB+UpIuAxjDIy8Y2g8Eivc1+Fvhbz5ZZbOSYu+5RJKf3Y7qCMEg99xJ7ZxWmfA/hkpAh0a12wDCgKRuHo/Pzj/ezjrS9mw50cf4S8fT3Ui2Gs6pZ2EkREjSXjKTNGByoIKhPUbsnGeD1ruNJ1cahe3CeZLtYCSGNrR49sYJXPmZKvuIJGMcEcd6vR6bYxWyW0dlbpAmdsSxKFXPXAxgdTTrOxtNOthb2VrBbQAlhFBGEUEnJOBxySTWkYtdTNtMsUUUVYgooooAKKKKACiiigD/2Q=="
"21";"POIS CHICHES -VRAC";"0493173000005";"4.57";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iimSSrDE0jnCqMk0APoqh/atsFBlcRliAik5LZ9hU4vbc4HmjJzweDwcfhUKpF7Mrll2LFFAOaKskKKKKAKmo3JtbRpBgHIUMei571z9zq8N/HLYCQSGIKZJYpVyCc4HXGeM/0roLq9ig+RgGY9QegHvXKapqFpcTCyc241Pz1dWWPcQigMGGD6ELyeprkxE7XSl8joox7orQ3UU2oHRrq0ea4SDfFczNtEqNhcq20c/MAQP8Kdokdlc2STM1umoXEKAyQBiBgYBTd2BJ4+ueaNVu7eOSyS+uR5byPtaJgGUgdSSOMg846HHPFZptNN0XX57meS5exvcSRxtL+6ExyHCqoG5iMNg+pIyenAnZ6/19x1brQ6Sx1W7s7i3ttQDbnXcZUcPGygDccHkYJHatODXI5bpkZAkQbaHY8/U+nbg84Oa4p7e2TxLI819fabc4EdqLkKsMidSFPUjc2MZB4HFWIdMtr69S7ka6g1byhHtwNrbWOG2nrzwG9MVvCtNe6v68jKVKD1Z6IrB13KQQehBzS1k6Mlxaaa0t+wjZv3hVsDYMD72OM+uKSy16C8uvJWMqpOFcnqewPoTXoc6subS5yOO9tSLW7VY9t2ksiM0iLJtUFSOmTnpxxn6VlXNnZ6lKlu/mLNaqZFWJlXZvB4zg4B2k9O2a7BlV0KMoZWGCCMgisGTwzEk08llN9m84qzKEzggbRg5z0rGrRbfNE0p1ElZmJbWcIt4tM1O0jmdcbZWYOSc8FWOGBGMZA6iqel3Emr2KTPM0DQS4XO1gzIWTewxnBOemD9M4rr3S20sQs6m4uiSI3fG5RgbsE/dXj8zVSy0OyluBeWrSW8fmsz26lSpPfnsM84rB4faKepqq3VrQ5+OD+3zaXTyLBfWUshjAVWRGztbJPJGRndwR1FN0+dtas7S+jEceFl2QO25nRhtVg+eCcBumCCM11CeE9KieTyY5Yo5N5aJJDsywIJA7dT0wKi0rwpDpi28ZupJ4bdQkaMij5QMKCcZOOPTpQ8JJ7sPbxsGjQRaroUkNxGz2UoChHbk+vIPTI7HqDVyw8P2GnTmaFHZ/4TI27Zxjj8B1OT71q0V2QpqMVHsc0pttvuFFFFaEmTqujDUZUlWfy3ACkFdwIBz7Ves7SOytlgjyQOST1J9asUVPKr83UfM7W6BRRRVCCiiigD/9k="
"22";"HARICOTS ROUGES ♥ (10Kg)";"0493170000008";"7.65";"V";"kg";""
"23";"HARICOTS AZUKI";"0493175000003";"9.33";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwDl7aW4aG5W2uJZrmS4ia1822MsrNt5VWyq4wAemCCckdaoy2F5DMrQKjW8W9Vup7MwqnmZKbyxIZSoODzg8c8VemtftNxK8MAaNBKN8Dojtc7cs+c5IO7lTxyccLUHkWl45uI5Ioo4sMhvc3UQSMcQOBkKR8zfM3I/CpOpa9SvpQkPl2o/0l5I3LRG72hiFRuQcEZKsQAQCAADzXWW+p286zyaZBapbTwOQZ4i0EqiVC20F9yYDMAMd2x61z2lrDLqVl5FkybSBFF9rVi0nlg4CkbQwADjdlcDAw3FR2ckU7Wxlgna588O0MEStJ5hhJXEm0bcnJMYPpwaho3i7Kx2LW9s9rBNLCkRRml3xzOxlXClY2kcjeWGG8vqNrdurhpukQRfZ2htJpJZPOgZdRMgdGBR2RQyBgOMZIU4XA5rl7G6vNO8uOB4baZLeEyG8kIMzhgEwM7grLgkHafwyK0dP1qTTriQySxLaecxzMN1tOwwzgheC2Sg5H3ewIFIt7WaLLaJCunTFdTjg52u8+GikyIwUjCMAjLggc7tpOQcE1jaxpK2JhhCQlJCqpM0haM7MkkYI2sQG4JbqADgV3OyGW3fKpLImzfJHceUSiHknBQqwfLg/eccZrnfEkgnvoppTHETbtG0UkxQyAug3gSco5BAwVyyoTnNCZM4pLRHIxwmWVgbhI0lfJkkRmk2BCzeU6rtLEFhg5zjn7ta7XlzNfNd2csN+hU3UenmDaqzthADEgw7AD51PXOQMYqtbzrb3EUv22D7fbxzRRwXFy8D28ecIfNHyngjCgHIbnGM06Hcj2k6CFLWWSaZdRnjXlSAHfyWPBByM5BYgHPY3cxSTepLNHcXzT3aWK2bSyyzyW5heKJxG3mEuMMCATtCBgRjqM1HNHfThLcLJc21uHaEyJIQcEYCouDF8sbLuyeEIOKY9pHcSSx3bXcbK/72WdIpJGCR5ZiMh9hHlfLjpnrirOxlubaa9kuZ2jCB0W6V2Ysd7KsY+YkiQBQSflL96k3SsirBLFAJoo5nZTIJl3zlQw2lMFTlEIDAfNwE75OamS5330U0FzdQR3DOz5i8oNH5gIYAHLNuXBGeBgkkCkgnFzcpe/ZLpUl8uWArH+4k+dkbaCW2hSVXjOQnA6UR7rayFwkwYxjCP/Cwba2QysMYJkOAueoblsUD3idrZyeZbwW9un2T5N3mAxM+0ELswWx0WIjjJyTkVmeI3Pk2BlZopI4nEqOrxq0rMrHOT1JUnBXGcAF6m8OahNc2v2e5E0KsSvlRjCN8w2hA2WY5CKwcAhWweeam1hRJdKyB4YpzKAs24o0iqu1cqdzHklQQAMNyVqeo3qjjZJrOxwlgs3ySI7TRxoMgTF2VWbiZ1JBHoAR2p8MF/HLfqbd4JmtpbgtNIYVkJYlixQncSnzGNcD930Jqstp5N7NDdDzILa4jkjuC/mRQxuAdojOA2SP4eepPHWJJIY7+8l823lMUYnke5ZWjdVWRGZI2PXLfKvGOMZ4zbOeOiNKfT5IorlPKsWtbSFoba4aEIERTvyBJ8+9WJ5PBHrU000cFvqB0yR2d5t6QTQlZJdxZNq7CEZRknJyVJGOtRz2t2lpcSGyuHmR4pIUMZadJGXKRuWB3rhc/KMElgRxxDK6W8txFaWyoPJ86CW4tmV5mZQ/KhSsmFDAEouAaDVW2CeMLqqwG0ie5hYwpDNOxjkdZEARg/BxjsQduOc026klhCyzTx2ly1sqKGV1QxkMh+Y7g8Z24G0rksOuKjhcQXERFysUciqqQ42ebAxUqfmGHZiQu4qM+XSJJNZsLedUgljkRRHbRq2VUsiSNnCZABIzwd444oD0Ol8OW09qk8kYmKcljcMSZMBGOSuUyMAs3IweQSKvX1u7TqbOO1JVHiZWdSowFYoSCCQMfKQACXIHar1hDB50EN0biKRVS234VPLUxfMwRgQeDjgnPXjgVna7IL6W2NxOkXnB5llfaXYfdWMty46Jg84y/ODU2uy5PSxyzKtpZ7LO0Jvfs8omVrYvGFRwqne7dWJK5BIVQMCq9pcNDpsa2SL9nkgyfJKzxyeUVdlMbfMEJYhhg5IyOK00kXUNetJ7ffNJGvlSQXUHyqW43IjMoKpy2MkcLms3yvP0e0MX2by5zHb3UzJ5QgkBIUhV+ZiAxLnJGcc44F9DkvZ26D/NjFx51zax3AnJWOd7kkbnVlSOLDYIBKnGdy5J71JawzeVbww28ksYQlh54RIXcBUdvmHzFY2Ujd2BxUKyq8rwWkFw0dtIJ4FW6/cHnDkdDvYk4GeA2TUNrF+7shLFaTo8czpaxygNAA58tPm+UsGBk25yc85ziixamLFemxgSdBHDYyb4xGx82N41GV/eN94ruZQBzuGDxzWhZ6b9m1O3tUtvKMSwRvLINyTE7kUtgsAu3EmADznmqaXF5bLEkrQxXCTzGaFyHSJz8/wAqKvyDJ6gkH8a2/DthbzQ7pFithK/lKqzkxpH8u8oM5xhsYwG+YnOBQyovWyOl0i6awt4pIPJkliMiLcCFcqSm4A5bauQCxyAFCjPbDNevGbTY5GRx5b7jOzPypBUGPcQQNwVepBDcA1cu5pXhuED7pvMjmiKTSEKyjeHO4hcHjrzkEd6yNVmMWlv/AGcyfLIrsZEjCsm7YOuXVwCvPOfTGTSRdR3uz//Z"
"25";"LIN BRUN";"0493172000006";"5.63";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiqt7qNnp0Xm3t1Fbx5xukYKKTaWrGk3oi1RXHX3jgwyGO004zMPm+ecL8ufvYAJxjucCubvviBrjoFihhjE4ZF8ldzKR/dYtjIPBJAAz7isJYqnE6IYWrLpY9VoryFvidfWFgNP2Pc3rSLBDclATnABBHAZh1LDK8/n0GnfEmKfxBFpl9bfZAVEUpkzlZ8nPtswBycc5oWJg7X0CWFqJNnfUVTstUsdSadbO6jnMD+XLsOdrYzirdbppq6Odpp2ZS1jUDpWkz3ohabyl3bF6mvHNb8QSa5rb/2g5sz5awxyRQeYFXcWKsisxYsccKG+7yB1r0zxdr11o1pGtnY3F1JLnJgTJRemQT8oPPUkAflXjrLZBhfrJe21kgIj8uVflxwCVQbSDtIJBPJAJxXDipXko30PRwUEouTXzL8qutraYmEkQn+W4cMFKof3ymPqELA46YJx9EisboW2ltfatPBZTW+7bCoV33jeYUHJIx8pJyMDJNVJY9EtdQ1WDfdrEqpFJZWkYXz127wBgAKMsMZPrwM1V1R18yPZ5l1c3ls0q2dhENnlkL5cZbIOwgE+pCjjmublSex13vpcz32yXLx3rWtwJXaWONFZI0iCbgwU5dsBBtBAGDnkkEVrTVRJNEIQf3UYlJkfYxJG7c5wQoVRk9QNwHYVZaxeOJ72dGuLnfHcXM1xcCMyJ1IbgjqRhcYwuevFOE1pLBO9xIhS3Yh1h37bhSyiKJdw3schzkklsZ4FVZNaahe250mkapq1rfRxLeBJvtAuwjFlW6bYWKttAAGFABOcnoOa9u069TUdMtb6NSqXMKTKD1AZQR/Ovniwgsrl7KT7GzSFxCLNfMVT+5Qs68/wN5mD2KHPWvWfhtqIl0u503ZOZLKUhpDJvhIJIURng4wucYwM9TmujDSalys48XBOPOkbfi+z1C/8PTW+m+YZnZdyxSCNmXPIDHgV4VqIurO5NlcyiS4aKezumncsgDbyNoH3jwnIGc8dq+kTXiHjXQdbvtUvddks7mMW13/AKIQFUGND8xO0hgCyoQeSRn1qsTTu1JE4Ora8GcdHb3OpXd5Fe3c0DX7CSV4reR9uN2S2UOzcWCgDgcZJNbl/dxjyTa2N0scF2m6BYgIFlKgAEYVmUqVI3Yxg81jNZSaTeaK2pC5ttSuI2kledyu7ALKhOc4Z9udxJGwY4q9PL5ly9jJHNDJat5Ukt1i6SDaHbf5qEEKCEXHTHIHBrmktTtTvuV9bs7mOyl8PPpttBNbI815LK42zSIwZmjUHJO0p94/d6cddG7afULa71xrG2hdrCSe2kEuXhLFwnllT8vLryME7BXPx3st1rEupSrJ580ahJ5oY5kM7SBT8rBg0YHzAtyOnem6lNE097bC9vRcz3JN1LcqAtyIiSCowpRMHIXb1UYJxV2tsRvuiXSbg2xn1eCWW4vbWRI0ZpHkMQKNvG1uHJ5U4OQO2a9x+HWgDTPDlpd3FrLb38qSb0k3KUVpGcKUJwuM9v61wHhbw/8A2la3/hmF7hmjMhm+0jNunOATGhBjc7iQc5IUgggZr223iEFvHEAoCKFAUYHAxxW9CF3zHLi52XIt+pLVe9srbUbOW0vIUmt5RteNxkMPerFFdZwJ21PLvF3wttZbaCTw9p0YnFwGKb1XapxklmzuAIyFOcEnHWsXQvh3q2pSSPdW0ulRagsklzN8vmrCzHy4FGflO05bgEbj3Ar2uisXQje50LEz5eVnl3iH4f3drpYh0a3k1ORrR4JDczjc7GMIGO4quAFXGMcrznrV3TfhhE0EFxqeqX8l2yr5qbYyoTbjycP5h29iNxBr0Sin7GF7i+sVOWyZjaBoX9hJdRJeSzxTzGZUkUDyyRggEduB9K2aKK0SsrIxbbd2f//Z"
"26";"TOURNESOL DECORTIQUE";"0493174000004";"8.32";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+opriKDb5rhQzbQT61LVW8ktDA6XDoVxyuefw96TGiySAMmqcmqWkUyxtKDuIXK8jceg+pwfyri73VxfWV9b6fcXF2sRa2hhSQcyCPeCzAZxn0zWTFqd2zaU32G7nYqnmF3QFMj5mIYncVIOB2PU5rKVXsaxpdz0G08QWl/v+zK8m1Sx27TgA4OeeD7da0oJ0uIVljztbpkV5s1/a2qxXD6miwyzYQBwrTvlkYbFDdDt7c4zkVt2niK7s7W5aXTJ47e2RpGZvmdiBnCxgBtvH3sGiNXXUJU+x2VFVLW7abJkEagKpyHz1/p71brVO+xk1YDXK6tNpsE0SRGUOko8x0XcBg4wxbjGT+laN1e3FzcyW1uvlpEQZZmU/KBycdOT0H51x928k8k8E2n2NxLdSSIqXMuMKqjdk85IzklQMepPNZVJX0NacepWklb7er29n9ntP7R+w3cNsSCZDhyXK4+XG3JHHOOgzU8V0Wuo1kgtZYzHKyzxAqzopLbCMFc43E/Tj2qagRps8V9cX0xM7tcOoB8mKGOMoZXABOCrIMHrxzkcF1JbRabcy6detYyW+jW90kSSrHGsjMwBO4cHgDBwPmGRmskjW4q39laamsdqOLl1njjibyPMjVSrcxnDDaxIBA+ZT9av2xd9Q86x34mtTLFFJYsRMhAK7mdhtfscHkFTjiqVv/Z11p622kn7BaWlwsdxcXEStJL5ePMRgDkbl9MbsjAweaEso1PTLaZ7j7TYWrN9oTT1cFmADKqFXU7FUYLA5LA44o2DfQ6yz+zy3Ev2porSRMRbGOHhUfdO1icqST6g5GK7C0jMVrGhl83A+/jGRXmkN7JNapPFp8ZuJLMqCbppFiwwfgEHJxzweeBzjNegaLdy3mnpJNGsbjA2q2cAqCPxwa1pO5lVjYuzRJPE0cihlYYINeaX1vYW4dJ7SU3IVrZILUFXKtJt++DhNzYOc55716fXDeOYPs7fbVtrieUgGLZMsaoy5G5iewznv7AkAU6q0uKk9bHOz3tolqL3zzdLeQ+S7uDtaLE8QVN3HzMqkITlue9QtGI4/KbzoL7UAlxNJaxh5LiVY0JzH821fkwFOBznqauW0EOmC3M7aoUaKCO2ieNU3yCM75V8z7hxweAAFqvClxe6sxjmkd0MUzxi4UulvtbDxoVy5MgIZjg4GMY21hr0N1bqWba7Sxktr+e3uLZJ9RTzBNGAzh2++2M/MGA3E/dC46YpltcXH2LRYvsGLmWwlSZ3cKiGJCFJPR0LMFBHrkcZot7Oe28qO2tZp7C0shYQxwqQG8yRBJIxY44QEkdsNQ8Q1LU9UktZGjjjle2a0387Btwwjz8qH72Vwxzn2o3QbMdFFb6bBbahZJqSRLEFD+dGf3ZAwcKcMFPJBwcZ6iu70WC4tWlhX7ObRXONnDBuM5AH+Riufh0G/kiZZFKxy4KpGOM8HccjA5yPcE5Brt4kEcaqABgdq2pRa3MqklbQfVLUrGC9gBmyDC3mIynBUirtFatXVmYp2d0eX3qW9jfXN/DLbLdpGUe/uneQqxxwiDLbQcA46nrmsmWQWdq0rXdlHfCMlJsyZJ3bjJ5igliTjJxjHGO1es3Ok2l5OJp0ZmA6BiB3weO/JqonhnTYpvMjWRRgDar4AA7ev61g6LbN1VVjzqOTTtR1y3vI0mJ+W9uIZHlJB8pztKdwzAHDAHpxyK2NPtXmMEFxp0katKpjJjEcgAwXO7rlnPtwB2Ga63+wlt703NjO1sWOWXbuB/UH8DmtURKWV2AMgGN2KpUiXV7FC30W2tr1bqN5tyggKz5HP6n860qKK1SS2Mm29z//2Q=="
